"","text"
"738.content","Its a mcdonald so no need for an elabor ""look at how witti i am"" review.They are not the worst mcdonald freshness/foodwis howev I would have to say that about 75% of the time my order is wrong.I dont order complic things, just standard items, minus pickl or ad mayo. Most of the time you can tell the unwant item was just scrape off. Probabl a bad idea if someon was inde allerg to someth but whatever."
"739.content","This place can't get an order correct to save their livesSav yourself the headach and find anoth McDonald"
"740.content","My expect for McDonald in general are pretti low, but this one lower the bar yet anoth notch. ξDrove through at 11:40 PM on Sat, Feb 26. ξOrdere #2 (Quarter Pounder with Cheese) with a bottl of water. ξ I never custom becaus that increas the probabl of mistakes. ξBurger was fine. ξFri were cold and rubbery. ξI am guess that the fri had been sit for some time to begin with, and they put em in the bag while wait for the burger. ξI drove away befor I discov the cold fries. ξDidn't feel like turn around and go back. ξWorst part might have been the guy who hand the food out the window, without a greeting, without a thank-you, without a word. ξKnow he was serv me crappi cold fries. ξThat part realli piss me off. ξI would NEVER accept that kind of servic from one of my employees. ξVeri disappoint - as usual. ξWhen will I learn?"
"741.content","I had want here with my friend(1time) and my mom (2 time) it just like a regular McDonald` they cook the food and you just keep it move i just hate there is not a lot of seat to sit other then that i don`t have a issu with it my honest opinion :)"
"742.content","You burn my coffee. You guy burn my coffee. First time I ever order coffe from you and you burn it. I usual go to the Starbuck right across the street becaus they usual don't burn my coffee. I attempt to tri out your establish becaus you guy advertis your coffe so much on all sort of media implic that it good coffe that isn't burned. But after give tender, I receiv a burn coffee. This will be the last time I visit you to buy a burn coffee. You burn my coffee. Burn.P.S. Dear cashier lady. I know you weren't the one who physic burn my coffe so my earlier comment do not appli to you. But I did ask TWICE for a chorizo and not a sausag burrito. I would have overlook this had you not been so mean to me. I hope you enter a Starbuck one day and your coffe is burned."
"743.content","They have a bad servic by drive-throughEveri time I take my food it miss someth or they give me differ orderActu I don't like this locat so now I stop take my food from there.Just to review you this 1 star it too much"
"744.content","Take your life in your hand at this location. ξBefor the remodeled, this altern between be a homeless hangout and a gang hideout. ξNow they have two--TWO!--secur peopl patrolling, so I'll at least feel safe have a quick bite befor the late even backpack snatch start."
"745.content","At random time of day they will say ""cash onli and onli these item are sold"" if you want anyth els or don't have cash, they turn you away. Veri rude staff, too."
"746.content","Normal I don't bother review place like this, but this McDonald is so hilari aw that I felt it was my duti to share this inform with fellow Yelpers.Th ironi of this specif McDonald is that it is an except nice one both insid and out. It is ultra-modern with a great littl outdoor garden with seats! I've never seen a McDonald like this before.Unfortun it is absolut chao inside. As some other review have said, the staff have no control over it and it turn into a free-for-all. I honest think Chicago PD need to have a few offic staf insid this place 24/7, sinc there are alway a lot of sketchi thing go on. I'm surpris no one has been stab and/or shot.Even if you are just pass by, you will immedi know someth is up with this place. There are no less than 20 strang charact loiter outsid of it pretti much all day, make weird comment at strangers. Again, it noth short of a miracl that peopl haven't been stab or shot here. I make it a point to walk past as quick as possibl and not make eye contact sinc the peopl loiter out front alway give me weird look and act like they want to fight.Seriously, if this place got bulldoz tomorrow morn I don't think anyon would shed a tear and the adjac build properti valu would quadruple. Busi like this are the reason Yelp need negat stars.Also, I LOL'd at the photo make this look like a classi place. It is not."
"747.content","Not the best locat right by the red line station. Just your averag McDonald food."
"748.content","I came in here late at night to order someth to absorb some alcohol I had ingested. The manag clear has no control over the staff. Or, he/sh is friend with all of them and they all do whatev they want. I'm pretti sure the cashier made plan with the guy in front of me to hook up when her shift was over. The person they had clean the dine room was act as though it was his territori and line up chair so that peopl could not sit where he had cleaned.......except it open 24 hours. While I was there I could have a) bought crack b) hire a prostitut c) been beaten up ξor, d) been rob at gunpoint. I would not recommend that you visit this establishment. Do so at your own risk."
"749.content","What a trash bin.Pop in here for a quick coffee, and it was brutal for even the short time it took to drink it. Coupl of trashi women argu loud and profanely, I thought at one point there was go to be a weav on the ground. Staff doe nothing, violat are not ejected. Shadi guy hang out in front of doors, veri awkward to even enter this place.So, don't. Pass it up. Terrible."
"750.content","Came here for some breakfast.Th seat is nice and large, and bright and clean. ξIt was comfi chill here.Th food I had was typic of other locations. ξNo complaint there.Lastly, there a 24h drive-through avail here as well."
"751.content","I don't go to this McDonald much sinc I dont work in Water Tower anymore.They have remodel it twice that I remember.It is still the same old homeless shelter it was.I went here last night around 6pm for dinner. Two guy in the dine room didn't even buy anyth they just were sit there talk and use swear word and be racist. ξI finish eat so I went and use the restroom. ξAs I open the door I bump a homeless guy in the restroom use the hand dryer to warm up his chicken wing he got from jewel. ξI was like Smh....They use to have a Secur Guard here Idk were he was last night. ξWe also had a homless guy next to us draw us on his pencil and paper. ξNot bad tbhAll I can say is eat and go......"
"752.content","Worst McDonald I have ever been. I hope I can give it zero star."
"753.content","I'm so sorri this is right down the block from where I work. ξFortun there is anoth McDonald in the area to make up for this one.For starters, the peopl hang out in front of the restaurant....most of them look absolut creepy. ξDepend on the time of day or night, you might have to serious watch your back....or avoid this place.Secondly, the custom servic in this place is absolut ridicul at times. ξI was in here today and order a larg coke with easi ice. ξThat all I ordered. ξNo big macs, no fries, none of that. ξWhat was absolut shock was that not onli did I have to wait FIVE MINUTES for a soft drink, but peopl that came in AFTER me that order actual food (that had to be cooked) was get their order BEFORE me while the staff member just stood around and chat about non-import things.Sorry. ξYou onli have one time to irk me, and you'v done it. ξWon't be go back here. ξTri the McDonald over on McClurg; they'r better."
"754.content","I rate this McDonald 2-3/4 stars. Its a downtown McDonald at the crossroad of State and Chicago Street at the entranc to the subway. ξ One word describ this McDonald's: busy. It seem that this McDonald is market to the commut exit the subway and drive on Chicago Street with it giant arch hang abov the subway exit at Chicago Street. The result is that this McDonald is busy. Even outsid there are usual peopl hang out, includ the homeless. ξThis Mcdonald is relat large. There was no problem get a table. And there was breath room. ξBecaus this McDonald is busi and the employe were overwork while be on the friend side, I will not dwell on the fact that they forgot my order and napkins. I will just knock off half a star. ξThis McDonald is convenient, and relat inexpensive. Whether it one or five stars, the conveni and ampl seat make up for the flaws. ξClose up this review, I have two tips. If you are not in a rush, I recommend the cool Rock & Roll McDonald's. And if you want great chicken nugget and waffl fries, Chick-Fil-L is a coupl door down."
"755.content","My impress of this place is still that it should probabl be raze to the ground. They onli sell bottl water at this McDonald's, even though the area in front of the build is the site of known and newsworthi episod of ""WILDING"", with about 200 teenag tri to caus troubl out front. ξNot onli do they have terribl secur guards, ton of unruli teen and others, but they can't even accommod a custom by do someth so simpl as sell and provid a cup of water with ice in it, even though they can make an ice coffee. ξPullleeezzzeee...They ought to hire a privat special op secur forc to stand out front so that the 5 policemen who seem to be perman station there can spend their time other place too."
"756.content","what i like best is the fast servic with a smile . the food is alway hot and fresh . i like the appl pie the price is alway right and it not to bad for nois it had avarag ξcostmer"
"757.content","Fast and friend service. My daughter enjoy her hot cake and has brown. Realli huge inside. Weird peopl in here but can't blame the place for it."
"758.content","This is the worst McDonald I have ever been to, and I LOVE McDonald and all it cheap, bad-for-you food glory.I am a graduat student at nearbi Loyola University, so I come here often to grab lunch to go as quick as possibl befor scurri out the door and seek refug in my classroom to devour my goods.Th first time I order from here, my hamburg bun was HARD. Complet stale. Assume this was just a fluke, I continu to frequent this fine dine establishment.Th next few time weren't so bad, but the fri are consist lacklust and are flavorless, hard, and tast ""old""; the antithesi of the covet McDonald french fry!Last time I order a hamburg (this was last week!), the bun had mark on it that liter look like black tire track run across the length of the bun. I'm not sure how this could have possibl happened, but then again, I realli am not that curious. This is an ""okay"" place if you'r look for a cheap lunch in the city, but be care to avoid the question individu loiter insid and out!"
"759.content","Old MickeyDs. Not at all what it use to be. But in particular this one, on Chi Ave at exit of the red line. Stop in there, 1st time ever, to get a peppermint mocha coffe (hot), coffe not meant to be cold. I counted, there was one person overwhelm on the cash regist as, I counted, 17 peopl stood in line wait for service. I count again, 1 person make special coffee, 2 pass out order and pour regular coffee, 1 do absolut notta, saw 1 in the kitchen area. That 5, it 7 A.M., this is McDonalds, in the heart of Chicago, where are the other 10 employees? Servic here: HorribleRecommendation: Do not go herePeppermint Mocha Coffe (hot): Absolut vile, ghastly, disgusting.Best thing here: Free Wi-FiDunkin Donut & Starbuck do not worry, McDonald pose no threat at steal the real coffe drinkers."
"760.content","Alway open and readi to provid you with terribl serviceAlso, check your food befor you leave, ξbecaus they aren't veri care about what food goe into who bagCount your change, they short me 50c"
"761.content","Tend to be quit a bit sketchi (don't worry, there are cop post up outsid almost 24/7) and they don't have cup of water. Onli bottles! Booooo!"
"762.content","This is by far the worst McDonald I have ever been too. Sure, when I was there it was busy, though it wasn't so busi you couldn't find a seat... Yet there was a mob of peopl wait to get food, and they give you a # and you have to wait til your # come up to get serviced. This is kind of fair, so the peopl who were there first get serv first...... BUUUUUUT all I order was a plain old 49 cent ice cream cone becaus I need to break a 10. And I think it took at least 20 minut for me to get a SOFT SERVE ice cream cone. It would have taken someon 15 second to pull some ice cream out of the soft serv into a cone and then I would have been out of that mob. While I was in the mob wait to be served, they call out a # for two ice cream cone OVER AND OVER again. Obviousli those peopl had been wait so long and were so frustrat that they left and didn't care about the dollar they threw down for the cones. Pathetic. Peopl leav befor receiv food that they paid for. Also, the entir time I was stand there wait we had a man yell at us to MOVE TO LEFT... ugh."
"763.content","This McDonald is alway busi dure ani part of the day becaus of the Chicago St Red Line Station.Mi order are alway fast and my food has been fresh.I haven't receiv ani attitud from anybodi and don't expect it ani time soon."
"764.content","It a McDonald's. The food is cheap. The servic is cheap. It downtown, so it busier than most, but they have enough peopl to serve. It like everi other McDonald on the planet."
"765.content","New style is good,and the environ look better now."
"766.content","It is current go through renovation, which is great becaus that mean less creeper in the front of the restaurant. Also the sidewalk around the restaur are disgusting. ξBut when it is open and you want a quick, cheap bite, it fine."
"767.content","This is my second time here and again I had to leav after get a refund for wait so long for no food. ξI was not the onli one. ξI am sure the staff work hard. ξMost seem to have becom jaded. ξNoth is their fault and no one, not even manag seem to take ownership to solv problems, move custom in and out quick and keep the store under control. First, it seem half the custom want ice cream or smoothi and they end up take a lot of order and quick get back logged. ξThere is no good system in place on who ordered, where they go, etc. ξIt alway seem to be pandemonium in here.I place my order and waited. ξAnother man was upset that he wait 20 min and still had not gotten his fries. ξI had to wait and wait for a soda - so long that my fri were now cold (they have a self serv soda in the lobbi but becaus of all the homeless and crazi kid no longer use it so it take longer to get soda (with their one work behind the counter machine)). ξIt alway seem drive thru custom have priority.I knew it was a mistak walk in and probabl will not return again."
"768.content","Three cardin sins:1) The ice cream cone cost twice as much here as other locat around Chicago. Granted, this mean I'm pay $1.08 instead of $0.54. Some might say it pointless to critiqu this - it just fifti cents! But I say, NO! They'r charg TWICE the price. Name anoth thing sold anywher at a franchis where the price can vari so wildly. ALSO, I hate McDonald's, and the onli reason I go there is becaus they'r lose money by serv me under-pr ice cream cone - they can't possibl profit from this. Moreover, c'mon, an ice cream cone for fifti cent on hot Chicago day? Who could pass that up? Not even me, a McDonald's-h hippie.2) Complet chao at the order station, even with veri littl line.3) Pigeon be fed in the outdoor seat area - by an employe - who altern from curs at the pigeon to (when they got too close to her) throw fri to get them to get away. Doe she not realiz that feed them just keep those nasty-ass pigeon around?"
"769.content","Just came back. Such rude service. I use a coupon and the regist person had to ask for manag help. When the manag came over she said someth in Spanish to the regist person. They both laugh and then she went away. ξWhi did the MANAGER feel the need to hide what she was say by use a languag I don't understand? Pure rudeness."
"770.content","Recommend drive through and rather quick at the risk of be assault or mob or grope or harassed.In the interest of full disclosure, though, I've been known to make an appear or two here on a late, late night -- be propel to find comfort in the arm of a greasi french fry. The egg mcmuffin san canadian bacon and coffe combo make my grow buddha belli happy. The other ordinari arteri clog good is just that. You get what you pay for...except here, you might not want to risk your safeti by go into the store."
"771.content","Today was the break point. Long ago, McDonald revolution the restaur industri with fast food dining, a paragon of what was possibl when human ingenu appli itself to streamlin process and deliv maximum product and food for peopl in the least amount of time. These days, effici no longer matter and has been replac with indifference, complacency, and a lack of disregard to custom priorities. On most mornings, I will stop into McDonald to grab a yogurt parfait for $1.12 as my morn breakfast. I did it becaus it was a healthi breakfast, tast good, and was amaz cheap. Befor today, one of the top ten thing I associ with McDonald is efficiency, and today I can throw that word out the window becaus McDonald no longer merit it.Today I left my hous earli for the express purpos of order more food for breakfast becaus I didn't have dinner and I was short on sleep and need a giant coffe to go with some food to keep me sane for a long day at work. I arriv at 8:44am and I know this becaus Foursquar told me so when I check in! Someth was amiss and there was a larg crowd of peopl and line that were simpli not moving.Great, these thing sometim happen, which was whi I was glad that I left my hous earli so that if I actual did have to wait in line it wouldn't matter and I'd still be abl to get what I want when I want it. The minut start fli by and the line still wasn't moving! What happen to that proud tradit of corpor effici to deliv the custom what they want when they want with the highest degre of profession and courtesy? Well you can all forget about it becaus it clear that no one in this McDonald dure the morn shift give one iota of care for anyon wait in line.I got to be the third person in line when two custom start to argu with the cashier that they want cream on the side of their coffe and not mix in. The clerk wouldn't make a new coffe for the custom and the custom weren't have ani of it. Watch these peopl argu with the clerk got my blood boil becaus I was tri to get an order in and get to work on time! ξBecaus of the inabl of the clerk to placat these custom I end up stuck in line waiting, waiting, and wait in what seem to be forever!Hav arriv at 8:44am, it was now 8:54am and I hadn't made an order! I yell in frustrat about the utter lack of disregard the staff had much to the amus of the other patron who were all either wait for their order or wait to order who all were in the same boat. I slam the door on leav and walk a block over to Starbucks. At Starbuck I spent $5 for a giant cup of coffe and no food - $5 I could have easili spent at McDonald in order to get what I wanted, but appar McDonald no longer care about earn my money sinc they are too busi argu with other custom and make everyon wait to order and wait for their food. Long gone are the good old day of the quick food restaurant, this McDonald no longer adher to ani sens of time or servic and has degener into the ultim display of incompetency. There are not enough word in all of the languag I speak to describ the disgust that I experienc today at this McDonald's. It was disgrac and a thorough exercis in human futil and it was ten minut of my life that I will never gain back."
"772.content","This McDonald has a gentl balanc between effici servic and psychot episodes. ξThis locat ξwas recent remodel so the exist clientel of those less fortun have a bright and open area to hang out. ξThe new system of order in at one counter and receiv your food at anoth seem to work well but I realli DO NOT appreci be told where to stand while wait for my order. ξI am not a sheep. ξThey realli need to stop do that!"
"773.content","It has a drive-thru and has a regular-pr menu versus the rock and roll nearby. ξThat definit earn 4 star from me.Good morning, breakfast dollar menu!"
"774.content","WOW. Have you ever wonder what it would be like to eat at the cafeteria of an insan asylum? ξJust come to this love eateri for a meal and your wish will be granted. ξThere are more derelict and eccentr clientel at this McDonald locat than in the rest of downtown Chicago - in fact, this might be their home base. ξTo be honest, I am stump as to how this place continu to operate. ξThey just let the crazi run amok inside, scream obscen and rambl on about who know what. ξTo get a tast just walk by, there is general a decent collect of nut-job outsid as well.I wonder how mani peopl have die in this McDonald's?"
"775.content","There is a reason we call this ""Poopi McDonald's.""Actually, there are two reason for that & one for the monik ""Sweet Tea Roach McDonald's.""Tru stories, all three."
"776.content","Worst shamrock shake ever. The new shake are brutal. They didn't even do a good job of mix in the mint stuff with the regular shake. The result was a chalki mix with onli small pocket of mint. Ended up toss it out after a few sips. No comment on the rest of the food here - in the past it has been average. Have to agre that this locat has turn into a homeless-hangout meet tourist pits-stop. If you are neither homeless or from outsid of Cook County, then you should find anoth spot."
"777.content","They got the 3rd star just cuz of the effici of the dual-lan drive thru. Inside is a whole other story... just dont go inside... let leav it at that. And if you must, watch your wallet and/or your purse."
"778.content","This place hands-down win an award for efficiency... or lack thereof. Came here on a night where it was not busy. There were about 3 or 4 C-grade hooligan patron who also had a crave for some dollar menu items. I order the dollar pop and it took the 30 or so employe behind the counter 10 minut to take my order of a ""larg coke"" then get me a cup of... A&W Root Beer. ξThe thing that perplex me the most is that they have a self servic fountain machine..."
"779.content","This is quit a love McD's. Their chicken nugget tast like pizzas! Also, they have a usual kind and friend staff. I could charg my phone there once, no problem. Onli reason I'm leav 4-star is becaus someon grab my meal when I was in the bathroom and they were call the numbers, and of course, it was better than the McDonald up near Addison at 12am, which was super packed. Also, in comparison to other McDonalds, good-averag staffs."
"780.content","It a newli remodel locat look updat af! Servic could be better, counter staff has a bugh humbug look on the face!Ain't no self servic pop machin no more.Th chicken nugget are not even warm...wtf Ronald !"
"781.content","Logan Squar doesn't have a lot to offer in the fast food lane, but when push come to shove at least McDonald is a decent go-to, right? This McDonald live in this world of hipster laissez-fair attitude, so when someth is wrong, the answer here is ""too bad."" I went to this McDonald the other night with my mom and order about $16 worth of food includ two McFlurri or soft serv with top dump on top, stale chicken nugget and 2 Diet Cokes. Onli halfway through our meal did my mom notic her drink tast funny... She look at her receipt and saw the cashier made one drink a Coke Zero. I went to the counter for her and told Samantha, the manager, that the drink was wrong and I'd like a Diet Coke. She said the drink was half empti and I'd have to buy a new one. The shock on my face wash over her like she was a piec of smooth sea glass. My mom also tri to reason with her - ""Shouldn't the custom get what they actual ordered?!"" No. No you can not. Samantha then took my mom receipt and threw it away. My mom ask for it back so she can offici complain. I give them credit for follow up, but they'r a lost cause. It wasn't the $1.05 it would'v cost for a new drink, it that Samantha and her crew are the most unfriend group peopl I've ever experienc and to eat their food again would be to poison myself with their abras unhelp attitude."
"782.content","WORST MCDONALDS EVER!!I don't understand whi the promot sign are alway in Spanish and not in English. ξThey should be in both languag or just English, unless the owner is racist and doesn't want English speak peopl at the events."
"783.content","The stingiest mcdonald I've ever been to... Include downtown!!!Service: 4 -They were nice and spoke English. Great! ξ-Saw someon get a chocol cover sundae... Onli the darn thing wasn't even *covered*, as if they took an airbrush system and light spray a transluc film over. Tsk tsk Price: 3-they charg you for plastic bags, ketchup packer and god know what else. I wouldn't be surpris if they charg me for napkin to-go.- gasp when I was told would be an extra 25 cent to get ketchup packet (a whole ketchup bottl wouldn't even cost you anymor than $2). Atmosphere: 4.5- went late afternoon, pretti empty; not loud, not dirty.Food: 2/5- didn't think I'd have to rate my food, until I came home and found that my fri were cold and stale as well as my nuggets. UGH. - ironi is their employe understood english, but for the veri first time in my life, they mess up my order. I said 1 ranch 1 barbecue... Instead 2 ranch sauc inside."
"784.content","One of the best McDonald in the city. This place is alway clean and they have a great staff."
"785.content","It McDonald people! It not go to be the best place in the world! But, this is one of the best McDonald in the citi now. I even notic a improv in food quality, and high improv in service."
"786.content","This is probabl the worst McDonald ever. It doesn't matter what time of day I go, how mani peopl are wait in line, or how littl I order, I ALWAYS end up spend at least 10 to 15 minut wait for my order. This is ""not so fast"" fast food! Some of my favorit visit include: - One person at the regist while the entir lobbi start fill up with people. It been about 25 year sinc I work in fast food, but if memori serv me, when you have that mani peopl you'r suppos to open anoth register! Final a worker who was just stand at the fri station do noth ask the manag if he can open anoth register. - Wait 25 minut for an ice coffe dure a non-rush time. (Similarly, wait 25 minut for an ice cream cone on anoth occasion.) - Asking for a Shamrock shake and be told they ran out, onli to see two be made and deliv to the custom right in front of me. I hate that this is the closest McDonald to me and I have no choic but to go here. Get your shit together, Logan Squar McDonald's, or the scari clown might get you!"
"787.content","When I go to McDonald (which is rare) I am look for greasi food and consistency. ξThe Doubl Cheeseburg I had today was dri and nasty. ξCan you believ it? ξHell is freez over.2 star becaus they were nice."
"788.content","This place was AWFUL before! But then it got a face lift. They demo'd the build and rebuilt it from scratch. Whi do I mention this? Well, I think it gave the staff some pride in their job becaus thing are better than before. It look clean and fresh, the staff is friendly. The servic is mark improv (although some new staff still learning). It hard to chang peopl perceptions, but this place did. Nice job. Don't go back to the way you were."
"789.content","LOL.Soooo mani one star reviews. It McDonald's, people. In a middl at best part of Chicago. You were expecting?Th peopl watch is good for the junkie/homeless person tip, and well, they have Big Macs. I don't know what els to say."
"790.content","I was in the Logan Sq. area and stop in for a Big Mac. Found out the store was just rebuilt from anoth regular customer. The New face Lift on this McDonald is Fantastic. The Crew seem veri upbeat. Servic was veri Friendly, Food was as expect from a McDonald's, hot off the grill and McDonald fri are the best when hot. Mine were perfect."
"791.content","Slow McDonald's. They'v jazz up their appearance, but it still the same ol Slow McDonald's. It a pretti hip place to eat, but you have to pay for refills, and I believ I saw a Cosby-sweat clad gentleman eat a McNugget off the floor. Overall, great atmosphere. It a place where you can realli sit down with your famili and enjoy some food.I miss the old Slow McDonald's."
"792.content","Horribl McDonalds. ξYes, I get it, it a fast food place and thing will get mess up, but there is a line. ξEverytim I went there, someth was mess up with my order. ξA coupl of time I went there and order a larg fri and a Coke, but got a 10 piec chicken nugget with a root beer, then the rest of the time I would alway get either the wrong drink, wrong size of something, or the entir order would be all wrong. ξHow doe that happen everi time?"
"793.content","Of all the McDonald restaur in America, I believ this is the worst.Th park lot is cramp and beg for a low-spe crash.On a Saturday afternoon, my friend and I were told no carbon beverag were available. No Coke with my McNuggets? Criminal.Th bathroom door are lock and requir an attend to unlock them, which suggest to me few peopl have wash their hand befor eating. And with the length of line here, who would go to the troubl of get the bathroom open up?And charg for extra condiments? WTF?"
"794.content","For year I've come to this McDonalds, but as the manag came and went the servic and atmospher has gotten worse, and worse. ξI have stop go here as of Januari 1,2011. I'll tell you why. I stop in to get my usual order but had to make a call out of state to my mom real quick, she didn't answer so I left a messag (just so you know I wasn't there have a long convers - and I sat becaus I don't like talk on a phone as I'm in line) I end the call then immedi start look for an address to someplac I was head to, this all took a few minut - not ten, fifteen or longer - a coupl minutes. But befor I could stand up and head on over to the counter I was approach by I believ the manag who didn't start off by say ""Welcom to McDonalds..."" I instead got, ""Have you order yet?"", ""You can onli be here 30 minutes"", and went into some speech about ordering, custom and length of time to be there??? I was like WTH? I told them I AM a customer, and in fact ξwas just there hour earlier for breakfast and befor I could say that I AM go to order they tap on the wall as if to say ""you gotta go"" and walk away after give me the third degre and truli made me feel unwelcomed. This was a VERi unpleas encount with this manager. I have NEVER just sat in a McDonalds, or ani venu and not ordered. I DO NOT LOITER and was quit offend that this person insinu that. ξIn fact, I alway order and take it home except this day I did sit for a a minut ( and earlier at breakfast I order my usual grub and sat mayb 5-7 minut and took the rest home) or two as I complet my call, but I just got there and it was like this person appear out of nowher and start grill me? What ever happen to ""Welcom to McDonalds""? I was stunned, and offend at how I was treated. NEVER go back!!! Burger King may be further away, but I'd rather go there and not be insulted."
"795.content","FOR THE LOVE OF GOD PLEASE SALT YOUR FRIES LIKE THE OTHER MCDONALDS DO! ξBland bland bland. Can someon throw me a bone here? I feel like have a littl salt on your fri isn't ask too much."
"796.content","Despit this be the closest McDonald to my place, it isn't the one I frequent most often. ξI've found the lines, both the drive through and inside, tend to be veri long. ξUsualli I go down the street to the Milwaukee/Western McDonald as there is rare a line, and if there is, it move quickly. ξI've had no problem with the food at this location, just a prefer for fast service."
"797.content","The peopl who work here are great and alway cheerful, but they REALLi need to replac the sound system for their drive through. ξMore often than not they WILL screw someth up, especi if it a larger order. ξHowever, their price are usual a littl better than the McDuck in Bucktown, that one is overpriced."
"798.content","HA! I read the review and could not agre more with what been said. It still all veri true, unfortunately, base on my person observation. To top it all off, I walk into the place to get some food, and found my car gone--AFTER my purchas was made!! A gentleman in the park lot was kind enough to offer me the address and phone number of the tow facility, for whom he worked... I DO NOT hold the tow compani respons for do what they believ is their job. I do, however, hold this busi respons for hire peopl without a sens of observation, intelligence, common sense, humility, and accountability. Don't wast your property, cash, time, nor curios to even look at this place, becaus it filthi on the inside: the floor of overlook dirt and grime, door handl with more greas than gear in a sew machine, the food alway arriv after your next birthday (it seems) to get when ""prepared,"" and I don't think anyon has look up at me onc to offer me a sens of be heard and understood. When the staff ring up your receipt, they do noth but look on in fatigu at their own reflections, and observ a strang sens of love, from cold comfort in the scratch up, ""stained-less"" steel counter tops.To the CDC: save a life, and look twice--th dirt and train monkey might have escap from the same lab and work somewher inside. The onli thing fresh in this place is what will be on the toilett paper the next day as a result of the oil that, I imagine, was obtain from an underworld market exchang fashion by cheap cost and the flesh of miss persons. Of course, some may say that I inflat the truth; consequently, that how you feel when you pay money for someth at a place that cheat you out of more than simpli the so-cal ""food."" Well--find out for yourself, or continu read the content which other wrote here to save yourself a hospit bill and walk off 6 pound to get your car back. Take our word for it, please: if you are even an ounc abov organ failur from lack of food, attempt surviv elsewher to increas your chanc of disappoint discov as much more potenti pleasur than those found at this location."
"799.content","Slow and dirty....AND whi do you have to wait in the drive thru for 5+ minut at 6:45 am? It not like there is a rush and they can't keep up with the orders...."
"800.content","The argument can be made that review a McDonald is a wast of everyon time. ξThis McDonald's, however, warrant special mention. ξAlthough the place is reason clean and they general get your order right, the length of time it take for this to happen is genuin baffling. ξNo matter what time of day you come in or how busi the place happen to be, it will alway take far longer to complet your transact than it reason should. ξIn light of the fact that speed is suppos to be the sell point of a McDonald's, I'd call this particular locat a failure."
"801.content","This is my neighborhood McDonalds. ξThis place is actual pretti busy, and is quit nice and clean on the inside. ξThere is usual plenti of staff too. ξI'm not sure about order accuracy, sinc I don't challeng them too much, but servic is usual friend and fast. ξHey it a McDonalds, so it either function or it not. ξThis one is. ξI miss the old dark meat nuggets. ξThey were my favorite."
"802.content","I hate fast food places, I onli get ice coffe and yogurt parfait at McDonalds. I feel this is just your typic McD's, although it is a bit older."
"803.content","i also live in the neighborhood of this mickey dees..and the onli reason i go there is for con-veen-yence..(shut up, you know how to spell it)...otherwis i would never visit this place..everytim i go there, they give me 2 or 3 napkin at the most , and never give me enuff straw for my drinks..i hate gettin home and have to take the lid off to drink my soda..it never fails..even if i ask them for straws, they are alway a drink short! ξbut hey, it is mcdonald what do u expect?!"
"804.content","i truli cannot stand this mc donalds, the servic is alway too slow and they have given me the wrong order 4 out of 5 time i'v been here. but the worker tend to be nice."
"805.content","I love this place. I avoid it at high-volum time like I avoid almost all place right at the peak AM, afternoon. They have dip cone & know how to dip cones. That about as good as it get for me.Th peopl are alway friend & quick get your order taken. They also don't judg a gal for order a dip cone at 10am......Thank you!"
"806.content","The good news -- they'v just remodel this place, and it it super modern/stylish, like go to Starbucks. Now for the bad news: ξhigh volum McDonald have been tri differ line workflow for the last six months, at least at this locat and the one in Union Station, and with the recent autom implement you can expect to wait 10 minut for a cup of coffee. ξAs anoth review said, it probabl becaus it doe seem like chao to stand in a line 2-3 deep, place your order, and then step asid in front of the peopl who order befor you, so the person fulfil the order can shuttl to the counter & back deliv your bag of food. ξThis actual got you your food pretti quickly, even in peak times.So now the newest system is a singl regist to take orders, and an electron system that show order number that are readi on a TV screen. ξSound great, right? ξNot at this location. ξFor some reason their fulfil process is veri veri slow. ξIt took 10 minut the other day for my order to come up, and with the old system, it would be 2-3 minut consistently, I think it was faster becaus there were four individu team work on fulfil orders, not a central main single-thread process with the new system.Thi morn I walk in, saw the line in front of the regist was 2 deep, and 20 peopl were wait for their order (20!). ξThis isn't DeKalb where a busload of peopl just walk in. ξIt McDonalds, and they clear need to to fix someth with this store / their new process, or just chang back to the old chaotic system that got you your food in 2-3 minut consistently."
"807.content","I have noth bad to say about the actual food or servic (although as other review have noted, this locat isn't exact light fast).Th reason I'm write this review is to warn peopl that the ""free wifi"" we'v come to expect from all McDonalds, and that is advertis at this McDonalds, is often not work at this location. I've gone there on three seper occas within the last three month and have not been abl to access their wifi.So if you'r stop in main for the use of their internet, go to Starbuck accross the street."
"808.content","The new workflow is a horribl joke. ξThey took the worst aspect of this locat and made it worse-ER. ξYeah I just made that word up. ξI realli hate this locat but it is so close to my offic I'm sure I will still get suck in."
