,text,emotion,polarity
811,this has to be the worst mcdonalds location i have ever been to „‚ it is too bad since it is only a couple of miles away from the corporate headquarters you would think they would be out to impress we walked in with nobody in front of us and waited for someone to even come to the front counter „‚ i always expect to have someone front and center at the counter when i walk in „‚keep in mind that this wason a friday one would think that it would be busy for dinner „‚i should have picked up on the fact that nobody was even there and left „‚ the order was simple the bacon cheeseburger meal and a nugget kids meal „‚ it took forever to fulfill the order „‚ they have everyone running around for the drivethru and thecars in line but nobody helping the front staff „‚meanwhile the manager is peroccupied with filling the refrigerator with apple slices rather than managing the storestaff „‚we finally sit down and every table in the place was dirty „‚i had to grab some napkins and wet them down to clean off the table we sat at „‚ needless to say my daughter is a slow eater so we were there for at least ahour and never saw anyone come and clean tables the food was horrible and not by mcdonalds standards but by human consumption standards „‚ the nuggets were cold the second we opened the bag „‚ the burger was cold and the bun was stale „‚ the french fries were cold and looked like they were sitting around for awhile „‚there was so much salt on the fries that i actually had to throw them away „‚ i love mcdonalds french fries but not when made here i should have learned my lesson the first time i went to this place and the nuggets were cold last time i miss the days when you went into a mcdonalds and heard the sizzle of the grill and the french fry frier beeping that it was done „‚alas steer clear of the yorktown mcdonalds it is nowhere near up to par as far as mcdonalds standards should be,joy,negative
812,located on the border of the west and greenwich village this mcdonalds restaurant which according to wikipedia is a part of the worlds largest chain of hamburger fast food restaurants is in a prime locationwhile the decor is a little dated it reflects the some of the architecture and older buildings in the village „‚there is also a great hanging mural of basketball players located above the register and can be better viewed while dining on the second floor of the establishment the art most likely drew inspiration from the west th street courts located across from the restaurant paying homage to the localsinstead of order from a waiter you order individually through the designated cash registers while this may seem like more work it does save you some extra cash and also lets you customize your order directly without having to go through another person „‚the menu itself has its staples the big macfiletofish mcnuggets and of course the french fries which are all bargains for the amount of food you receive when compared to other restaurants „‚there is also an ever changing rotation of new sandwich wraps salads and other specialty items all of which have the same mcdonalds qualitythis past visit i ordered a mcdouble a large french fires and apiece mcnuggets „‚the food was ready for me in under five minutes a time almost unheard of at other restaurants i took a seat at the upstairs section and started with the mcdouble the mcdouble included two cooked beef patties cheese pickles ketchup and chopped onions very satisfying for underdollars „‚i then switched between the hot crispy french fries and the mcnuggets small deep fried pieces of chicken which i dipped in ketchup and their very tasty honey mustard sauce „‚all in all i was very full and content with my meal all of which cost me underat any other local restaurant just a burger and fries would have run me more thanand most likely closer to although the food may not be on par quality wise with other nearby eateries minetta tavernacres and market table essentially you are getting a full meal at nearly half the price and a quarter of the time i would highly recommend this mcdonalds and look forward to visiting their other locations,joy,positive
813,the worst mcdonalds ive been in „‚make sure and check your order before you leave chances are its missing something,unknown,neutral
814,they are pretty fast here and i love the dollar menu especially the large ice tea for a dollar „‚i would definitely return to this mcdonalds „‚quick and easy drive thru,joy,positive
815,with the amount of time it takes to get your order here its hard to call this fast food definitely one of the worst run mcdonalds i have ever seen no one wants to work between the lackadaisical cashiers to the employees just standing around instead of preparing food and filling drink orders this place is a mess then add the dozens of homeless people in here and you really just want a shower when you get out i say this yet still go back at least twice a month its downstairs from my office and right off thetrain ok another redeeming quality is the hash brown which is perfectly cookedcrispy on the outside and soft on the inside „‚word of advice listen very closely to the numbers when they call them out and steer clear of the bathrooms dont even stand near them,joy,positive
816,angus bacon and cheese „‚thats the name of the sandwich „‚it should come with cheese the first time,unknown,positive
817,this place is disgusting ive gone twice first time they gave me a burger that was dripping in grease there was a grease puddle in the wrapper second time i went cashiermanager gave me a raggedy bent ass cup and gave me a ton of attitude when i asked for another one i think they serve old food as well,disgust,negative
818,filet o f fish omgi am not typically an advocate of going to mcdonalds but i just had a fillet o fish today and i thought i fell in lovewhile walking back to work i thought of all the ways to justify eating this thing calories probablywo cheeselight and delicious no itis after this sandwich folkstartar sauce one of the most delicious sauces small enough to scarf it down and hide the evidencei feel like i may become obsessed with this so please if you see me running down th avenue to mcdonalds please whack the hell out of me,joy,positive
819,never again will i go to this mcds or any oreilly owned mcds if they cant hire quality people i went through the drive thru and ordered a simple big mac no middle bun no cheese „‚i get home and open my box to find buns mac sauce lettuce and a pickleno meat thats right no meat none „‚i tried calling the number on the receipt only to get a fax machine which only pissed me off more i drove back to mcds and go inside and ask wth is wrong with them „‚i am laughed at by the kids working there and no one can tell me that they did not make this sandwich like this intentionally bc of the way i requested it „‚and to top it off this is the nd time this has happened „‚i threw a fit „‚the mgr took my order again i told her i wanted her to make it „‚these people arent worth the minimum wage theyre paid if theyre that stupid „‚i have a picture and would love to post but cant see where to do so,surprise,positive
820,mixed up order forgot fries „‚crispy chicken instead of grilled „‚put mayo in sandwich when asked for it on the sidecash only for drive through but accepted credit when dining in,unknown,neutral
821,i was on my way home a little after midnight and i wanted a cold drink „‚this mcdonalds is easy to get to „‚the drive through had three cars in front of me but before long i had my diet coke ordered and i was soon at the window picking it upi generally dont stop in this neighborhood because there are others closer to home but this was perfect last night „‚a good stop with a pleasant and quick staff,joy,negative
822,fries always seem to taste like theyve been sitting for a long time dry stale not salted the last couple of times theyve gotten my order wrong,joy,negative
823,i was in the logan sq area and stopped in for a big mac found out the store was just rebuilt from another regular customer the new face lift on this mcdonalds is fantastic the crew seemed very upbeat service was very friendly food was as expected from a mcdonalds hot off the grill and mcdonalds fries are the best when hot mine were perfect,joy,positive
824,the drive through line is terrible they are painfully slow,fear,negative
825,ordertoday at pm nobody else in lineseconds to get my drink but six minute ticket time manager came forward grabbed the receipt out my hand crumpled it up and handed me my food do i need to repeat that corporate will be called,sadness,negative
826,i rate this mcdonaldsstars its a downtown mcdonalds at the crossroads of state and chicago streets at the entrance to the subway „‚ one word describes this mcdonalds busy it seems that this mcdonalds is marketed to the commuters exiting the subway and driving on chicago street with its giant arches hanging above the subway exit at chicago street the result is that this mcdonalds is busy even outside there are usually people hanging out including the homeless „‚this mcdonalds is relatively large there was no problem getting a table and there was breathing room „‚because this mcdonalds is busy and the employees were overworked while being on the friendly side i will not dwell on the fact that they forgot my order and napkins i will just knock off half a star „‚this mcdonalds is convenient and relatively inexpensive whether its one or five stars the convenience and ample seating makes up for the flaws „‚closing up this review i have two tips if you are not in a rush i recommend the cool rockroll mcdonalds and if you want great chicken nuggets and waffle fries chickfille is a couple doors down,joy,positive
827,if they are willing sometimes yes or no but to make a value mcdouble or double cheese burger into a big mac add shredded lettuce grilled onions and a side of big mac sauce willto a non sesame buncarb in the middle extra bunbig mac or some will charge for the mac sauce but it will still be cheaperorder chicken nuggets fish fillet chicken sandwich fresh ill wait it tastes so much better and different than the ones they have premade in the warmer,joy,positive
828,went through the drivethru and had no issues „‚the outside is very pretty and nice looking „‚the only downside to this mcdonalds i had was the entrance and exit which is very confusing if you dont know how to get there „‚its one of those locations where you can see where you want to go but the city through one ways and islands prevents you from reaching it „‚you have to go around the block and come in from behind it on a small side street with no sign indicating you need to turn there to get to it,disgust,negative
829,the story is short evil dishonest scam artists and bigotsthe story is longthere are a number of things wrong with this mcdonalds but a few things that are right lets start with the goodfood is usually correct as ordered in the drivethruworkers are friendly enough probably because they see me oftenthe badon the drivethru menu board it says plainly value mealquarter pounder w cheesefor medium friesdrink large fries and large drink forextra total should beplus taxi say plainly at least a dozen times a month numberlarge with cokemy receipt says plainlyqrt cheese mllrgxlg cokesubtotaltake out tax wtf is a take out tax were quibbling overcents plus a dubious take out tax but its twenty cents forcustomers an hour timeshours a day timesdays a year scam artists running this mcdonalds boo hissthe uglyonly people of one race and one sex are hired at this restaurant and apparently only one national origin too „‚this is against federal law see eeocgovwhen a population of workers is examined as to characteristics such as gender race and age and the data is charted according to statistical groupings and you wind up with everybody being the same this is a pattern that is against federal law but who cares its vegas and its mcdonalds in vegas right i emailed mcdonalds corporate and they couldnt care less the response i got back was a form letter copypasted,joy,negative
830,this one should be bulldozed down and only a few maybe some current employees should be transferred to a different location and the restlet goplus mr bucket the homeless guy with a sign panhandling would have to find another location within highwayother than waiting for drivethru customers to exit and his other locations on highway,unknown,positive
831,this place is terrible „‚i should have gone next door to boston market „‚but my daughter could not wait to eat the good home cooked meal i had at home after church „‚ the drive thru moved so freaking slowyou could barely hear the individual through the speaker „‚when i informed the cashier they looked at me like i was crazyi ordered a kids meal nuggetsa snack wrap „‚there was something fishy about the apples „‚my daughter was disgusted with the way they looked „‚i have no clue how they missed thathad the audacity to place them in a customers bag they were in a rush to move us alongi had to ask twice for the rest of my order and has to remind them of what i ordered „‚ they asked me if i wanted a barbie toy but received something completely different i would have so preferred chickfila but they are closed on sundaysi do understand that „‚you got to get your praise on because my daughteri sure do on sundays note to management „‚get it together and after i leave dsw im returning those tacky apples,joy,neutral
832,went to the drive thru at this mcdonalds with my fiance onaround pmeverything was fine with the orderunfortunately we had to deal with a female backing up her car in reverse nearly hitting my carwe had to drive around her since she was blocking the entrance and her male passenger got out of the car and started making lude gestures and disrespectful comments about my late mothermcdonalds headquarters were contacted the next day and said they were sorry with what happenedmanagement from this store emailed me back first asking if it was one of there employees that was backing updont they read the complaints correctlystill waiting for a reply from management to see if they will look at the video tape to investigateno one needs to be harassed when they go out to eat,anger,neutral
833,we are retired and have gone to this mcdonalds since they built it two blocks from our house „‚this last year it has gone down hill „‚they are out of things often week after week „‚the service has become poor „‚some of the long time employees are good but the bad now outweighs the good at that locationthe street people hitting you up in the drive through and inside but the managers will do nothing about them „‚talked to the owner and he said he would see thing get better but they did not after all these years we decided we no longer need mcdonalds and have not been in three months „‚we have ten grandkids that are not missing it either „‚poor service has cost them a lot when you think about it over the years,sadness,negative
834,what the freaknik is thisthere arecars in the drive thru at am „‚is everybody going to mickey dees todayyou can guess that volumes of business like this means that someones going to get their order wrongand today it was methey put cheese on my steak biscuit but i requested a steak and egg bagel i had to request a straw for my large soda „‚guess i should have checked my sandwich while i looked for the missing strawi expect much better from a mickey dees,joy,positive
835,i think ronald pooped in my happy meal it smelled like dookie and then the hamburglar stole my shawty wtf,joy,positive
836,you burned my coffee you guys burned my coffee first time i ever ordered coffee from you and you burned it i usually go to the starbucks right across the street because they usually dont burn my coffee i attempted to try out your establishment because you guys advertise your coffee so much on all sorts of media implicating that its good coffee that isnt burned but after giving tender i received a burned coffee this will be the last time i visit you to buy a burned coffee you burned my coffee burnps dear cashier lady i know you werent the one who physically burned my coffee so my earlier comments do not apply to you but i did ask twice for a chorizo and not a sausage burrito i would have overlooked this had you not been so mean to me i hope you enter a starbucks one day and your coffee is burned,joy,positive
837,itsforreview day „‚i cant review the walmart without reviewing the mcdonalds that resides inside „‚and boy is it some tantalizing stuffi try not to give too many star reviews but this mcdonalds so deserves it „‚i hardly frequent a mcdonalds at all although this is my second mcdonalds review in less than a week but i need to let the peeps in on this one „‚no yelper should go unwarned „‚of course i came to mcdonalds since i have those coupons for their new contraption the mcwrap „‚which when i pronounce very fast and in my scottish accent sounds much like mccrap „‚after my second go round with this thing i have made up my mind it is decidedly so „‚i need to write mcdonalds execs to change the name on this thing immediatelymy coupon for the day was buy a medium fries and a medium drink get a mcwrap of your choice for free „‚i have a hard time resisting free „‚im here to tell youworst almost free meal of my life „‚seriouslyit was the tail end of lunchtime so the line was still a bit busy „‚i patiently waited for almostminuteswhich is like forever in mcdonalds time „‚at least two folks left the line while i was there „‚i know its not mcdonalds fault but the couple in front of me took up majority of the line space because they were in motorized wheelchairs „‚and they were very loud „‚this doesnt bother me much „‚butthey were also very stinky „‚yes stinky „‚i have no problem with stinky in most cases i occasionally help the homeless so i know but the guy in front of me hadnt washed in days if i were to guess „‚to each his own and i know its almost summer so i know we all want to save waterbut damn „‚if i get a whiff and i have to take a step back „‚you might be stinky „‚but who am i to judge „‚i took a big step back and waited my turn „‚free is the motivation here „‚i finally get up there to the mcdonalds cashier and present my coupon to the guy „‚he takes a look at it and says we dont usually take the promo coupons at this location but well let you use it „‚then he proceeds to put the coupon onto a stack ofmore coupons „‚mind boggling to say the least „‚he takes my order of a medium fries and medium drink asks me what type of mcwrap i want grilled chickenbacon and rings me up „‚ later im given my receipt and asked to wait for my number to be calledi wait „‚and wait „‚ „‚ „‚ „‚ „‚ „‚ „‚ „‚obviously imandminutes later i am still waiting „‚honestly what the hell are you guys doing back there „‚mixing the masa for my fresh pressed tortilla „‚feathering a chicken „‚perhaps ripening a tomato „‚i ask the mcdonalds runner and he tells me were waiting for your mcwrap „‚of courseat this point im almost running late to be back at work so the minute i get my order i bolt back to the office and have lunch at my desk „‚thankfully im only three minutes away „‚i really really should have just gone to the vending machine or eaten my stash of reeses chocolate peanut butter eggs from last easter „‚talk about disappointment „‚i take out my mcwrap from my bag and lay down the box of fries on my desk „‚i continue working while munching away on what is supposed to be mcdonalds claim to fame „‚their golden fries „‚i bite into one eh a bit stale „‚i bit into another one eh not enough salt „‚i bite into yet another one eh cold „‚i look down and whaddaya know „‚my damn fry is not even barely cooked „‚white like olivia wilde in the winter „‚i look through the entire box and find at least half a dozen fries not cooked properly „‚not golden brown „‚not delicious „‚barely out of their frozen state and just limp „‚not acceptable „‚please check my pic for proof of this travesty „‚mcdonalds not doing their fries right is like ikea not serving their swedish meatballs with gravy „‚no buenoafter getting over this somewhat i finally hit my stride to go on to my grilled chickenbacon mcwrap „‚wow talk about lightning striking twice „‚this thing was lifeless „‚after unwrapping this beast the box is still the best part about this mcwrap i could just tell something was off „‚tortilla was already showing signs of being soggy way too long „‚the chicken peeking out of the top was not looking tip top shape either „‚after some hesitation i took a bite „‚ugh i say ugh „‚freshness was not part of the gameplan for this mcdonalds today „‚all cold and soggy „‚and upon all my mcwrap wasnt built correctly „‚instead of having spring mix like its supposed to there was plain old shredded iceberg lettuce „‚and my bacon was missing „‚in the words of our lord darth vadernoooooooo „‚it was mccrap throughthrough „‚totally upset over this one „‚i have picture proof of this travesty of gourmet eats as well „‚mcdonalds you have pissed off the wrong fatty „‚i will definitely be calling your hotline to complain about this one for sure „‚knowing my luck ill get a coupon for a free mcwrap „‚crap,joy,negative
838,good service food orders are always spoton and its quick to boot „‚for mcdonalds that seems to be extraordinarybut seriously their drivethru isand since its down the street from my house thats fabulous if i come home in the wee hours „‚or if i need to grab a quick bite before i drink spirits „‚theres one guy there thats always extrafriendly and actually checks my idon the back of my card it says see id „‚a to you dudeps fries have always been crazy fresh and we all know thats the best thing about mcds,joy,positive
839,this mcdonalds is the worst for service speed and quality of food „‚the fries are always cold and the staff could care less about customers,joy,negative
840,this place makes half size mcwraps for full price see picture you can complain to manager and get it fixed but i dont think there should be need to involve a manager every time i buy a mcwrap i should get what i pay for,sadness,negative
841,extremely terrible service they couldnt get my order right the first time like seriously how hard is it to get a couple sandwiches right,fear,negative
842,this is the mcdonalds that my friends and i always go to since its the closest to our apartment but at the same time its definitely the worst one ive ever been toone plus is that their drivethru is openhours but sadly the later at night you go the more often your choices are limited for example one day we were craving their vanilla cone but they said that their ice cream machine was off already so they couldnt make it okay whats the point of staying openhours if you cant even give the customers the food they wantthe other day i had a pretty bad dinein experience the lady behind the counter charged extra for big mac sauce on the mcdouble which i have never experienced before usually going through drivethru they never charge extra for a mcdouble wo the ketchup w big mac sauce and shredded lettuce aka a big mac but cheaper my boyfriend and i were pretty shocked when she told us we had to pay extra for the sauce and she claimed that they always do this which they really never dothen this same lady proceeded to close the cash register before giving me my change she told me to wait on the side so she can give it to me after she opens it for the next customer so i patiently waited and then she closed the cash register again after the next customer and totally forgot to give me my change so i had to remind her again to which she just laughed and semiapologized and then finally gave me my change after like a decade of waiting argh worst mcdonalds worker ever completely rude and horrible customer service skills i totally agree with my boyfriend who said this mcdonalds is very poorly managed he even wrote a complaint to them a while back but they never responded we love to see you smile i beg to differ,joy,neutral
843,customer service is well below par here i placed my order through the intercom and was told that id have to pay in separate transactions if i were to use more thancoupon i expected that and was fine with it up until i got to the window in which one of the girls working the cashier had a problem with me using the coupons and i quote mentioned i dont give a d and a f what she wants i never make it a goal to be difficult to other people and i find it very rude let alone unnecessary that i received this treatment it is part of your jobs duties to simply put in a customers order if you dont like your job you have no business being there and there are plenty of job seekers out there who would be more deserving of your position to top it off after i left the restaurant i opened my bag to find out that i didnt receive everything i ordered and paid for,joy,positive
844,how the fuck can you forget the cheese on a cheeseburger „‚seriously every time i go youll fuck up my order take for ever worst fucking service ever and youll want dollars an hour get the fuck out of here,sadness,negative
845,i have tried this place twice i hated it both the times the fried were dry and the chicken sandwich had a really greasy patty and a single dried up lettuce i couldnt eat it the second time i tried the food here i got a stomach ache i am done with this place need more food choices inside the terminal not just outside,unknown,neutral
846,do not ever use the drive through at this mc donalds its ridiculous you start off in one lane which then splits intolanes socars can order at the same time sounds good right „‚wrong while you are waiting in the single lane there is no menus posted so once everyone gets to thelane menu ordering board they look over the menu which takes some people an eternity then the double lane once again turns into a single lane can you imagine the confusion with people who dont understand the concept of lanes merging and want to be first to the one pay window and one food pick up window i was in the drive through forminutes there is no way out i saw one near fight betweencars anddifferent women screaming at each other and the employees at the window i gave itstars because i feel bad for the people who work the drive through window and they were actually pretty nice i will never go here again thoughminutes,joy,positive
847,i stumbled on the review for this mcdonalds which i already frequented many times „‚i want to put out a good word for them because i think the rating is lower than what it is supposed to be speaking from my own experience the staff are fine though sometimes they are not clear in the speaker food is good as well i went there at least once a week,joy,positive
848,its a mcdonalds what can i saythe drivethru hasnt been updated so its still a single lane but it is one of the quicker drivethrus in the area i might have given them three stars except the last time there i was ordering food forpeople when we got back to the house we realized they didnt give us everything ordered and had not gotten the drink order right oh wellsome days ya just cant have it all,unknown,positive
849,your typical mcdsthey will mess up your order theres „‚a real dollar menuget the buffalo ranch mchicken mmmmm,unknown,positive
850,once you get past the shady pple and bums hanging around the entrance its unusually a breeze to order because theres nobody on linebathroom lines are a different storysausage egg and cheese mcmuffin never fails meif youre already here for breakfast hash browns are a mustthis is probably not the place to be to sit and admire your surroundings order everything to go,joy,negative
851,my thoughts on this mcdonalds are kind of mixed i have generally had a good experience coming to breakfast herethe food is usually fresh and hot and the service promptbut the evening drive thru can be a mixed bag one night i drove up and allthe employees were standing outside having a smokehad to wait for them to finish until they got situated again that shouldnt happen so a three star review is what they getgood thing the breakfast team carries the load there,joy,positive
852,this is for the mcds inside the palms food lobbychicken nuggets fordollars thats all you need to know six stars,unknown,neutral
853,i had an okay visit they kept the inside line moving and the food came out quickly and was correct these days thats saying a lot the staff could be a bit more friendly and better trained the girl had trouble finding my drink on the cash register no big deal really this is a very busy location in the morning but it worksstar seems accurate for this mcdonalds,joy,positive
854,taking the fast out of fast foodthe upside „‚once in a while we all eat at mcdonalds „‚this one happens to be very clean and nearly nice on the inside „‚howeverthe downside „‚ive gone to this location several times over the past two years „‚each time i went through the drivethrough and had to endure a wait of overminutes „‚i literally waitedminutes in line on two different ocassions „‚so just today when i visited i thought hmm „‚ill be smart this time „‚ill go inside to beat the line drivethrough line wrapping around the building „‚well i should have known better „‚inside the line snaked to the door just two feet from where i entered the restaurant „‚they had one woman on the register and she was moving at a snails pacei waited for a fullminutesyes im an idiotand still hadnt even gotten to place my order „‚in fact there were still five people in front of me „‚frustrated and hating myself for giving this place yet another shot i left without food and vowed never to returnthe sumitup i really dont like mcdonalds that much but i do think that they seem pretty wellrun overall „‚however this particular location is an anomoly „‚its just downright horrid in its customer service and nobodyi mean nobodyshould ever stop here for fast food „‚this place is terrible,fear,positive
855,the lasttimes we been to this mcdonalds they screw up the order at the drive thru and walk in the guy with the afro dont care i think hes a manager,joy,neutral
856,we come here for the indoor playground i also have to say the nicest mcd employee ive met in a long time works here i spilled two hot coffees all over the floor and brandon r cleaned it up and got us new coffees no charge n a jiff his name might not actually be brandonwhen i worked at mcds back in the day wed just wear whatever name tag was available,joy,negative
857,years of pathetic service disgusting food and dangerous mistakes why do i keep going backhaving nothing to do with mcdonalds food in general and more to do with the ability of this specific location to produce it with out killing anybody i have been going to this particular store for years it is right around the corner from where i used to live and is on the way from where i live to pretty much everything i use gas station costco movie theater market etc it is the only convenient location and for a while mcdonalds was the only place that haddrinks so those are my lame excuses for repeatedly torturing myself with this horrible place service i used to be a manager with another fast food chain i know what service should be i also know what it usually is it doesnt have to bestar but the rude attitudes ridiculously slow service and inability to get a single order right is really a bit too much when i say slow service i am talkingminutes is average drive thru time for a dollar menu burger and a soda correct orders yes my order can occasionally be complicated no castup add big mac sauce but when i thought they could do no worse they messed up an order forlarge drinksdiet cokes a lemonade and an unsweet iced tea all with extra ice we received a regular coke a lemonade a dr pepper and a sweet iced teadrinks had no ice at all and the otherhad a few pieces floating around we have never received a correct order from this store ever i could go on and on about it but i will stick with this sad example and move ondangerousdisgustingincorrectly made something a little different then an order where they put the wrong thing in the bag or mess up a custom is when they just make it incorrectly or dangerously some of the examples of this include pies that expired an hour before i received them an egg that was completely raw in the middle and tonights lovely mess up tonight i ordered the angus mushroom and swiss according to the website this should includefull slices of swiss cheese and a decent amount of mushrooms i had about a teaspoon of mushrooms no sauce anda slice of cheese that is right they left off a slice and a half of cheese in addition it was a regular and relatively old quarter pound patty not the big ole angus patty they should have used i have called the number on the receipt multiple times that takes me to the district office they consistently send out a free sandwich or drink coupon to apologize they tell me how sorry they are and suggest i try one of their other locations as this is the only one they receive complaints from from what i was told they are revamping this store but i have been told that for well over a year and it seems to have been unvamped and going down hill which i didnt think was even possible i keep vowing this will be my last visit but then find myself sitting in the drive thru line yet again wondering if i will ever receive my food i highly do not recommend this location hopefully you wont be lured in by whatever the heck keeps luring me sarah this was written by pauls wife because i am usually the one dealing with them i guess he got smarter,sadness,negative
858,its mcdonalds what else do you want to hear from meoh yeah this place has a facetoface drive thru „‚you dont speak to some crappy little speaker but to an actual person when you place your drive thru order,unknown,neutral
859,this mcdonald i rarely go to food is dry service is slow i got the oatmeal and sausage buscuit and they both were not good and dry „‚this the type of place you forget to ask for jelly butter or ketup because youre trying to hurry and get out of there its too crowded too many people hang in there like peddlers drunks and crack heads dont ever lose anything like a wallet or phone bc its long gone in a matter of seconds,joy,negative
860,found a fking bug in my burger,unknown,neutral
861,place looks like new outside but it is dirty inside „‚long line one person at the register „‚if „‚was another mcdonalds close by i would leave,joy,negative
862,this mcdonalds needs helpi used to travel alot and mcdonalds was always the go to fast food restaurant for us always consistant food and fast convenient servicethis branch is a very poorly run store the last few times i have gone thru the drive thru the man taking the order was very rude the same person i think could not seem to awnser any questions or be polite in any such way and the food was sub partwo nights ago we went to grab a quick snack wrap we were greated by a big man who had a very poor attitude i thought maybe he was just having a bad night as we pulled to the counter to grab our order a car from the drive thru went around us to leave he actually yelled at the man who takes orders that he needed to learn how to treat customers i then knew that the rudeness that was suspected was not just my imagination tonight was the absolute last time i will ever go here we went thru the drive thru aroundam and for some reason the man who normally takes the order said that they would be closed forminutes for a break this is supposed to be ahour location i wasnt sure if he saidorminute break so i asked him when they would reopen to have him yellback in the headset some seriously bad service i will pass the word on that this location has inconsistant food and horrible service the management at this fast food branch should be fired as well as the employees who seem to think that yelling at customers and treating them poorly is okay to do,sadness,neutral
863,considering their undeniable success mcdonalds is an impressive chain they are generally known for good quality control unfortunately this particular location has a lot of quality issues the buns are not soft and the burgers are rubbery as if prepared well in advance and nuked upon order the fries are not fresh and they fill the fry carton only part way the soft drink fountain is frequently out of at leastdrinknobody has been paying attention and you have to tell them about it no coffee refills here either you get the idea,joy,positive
864,i didnt think it was possible to have a bad experience at a mcdonalds but it isthe service was extremely slowminutes in line all i ordered was a small diet coke and a small fry it tookminutes for them to pour my drink and put fries into the fry sleeve not only was it slow but all of my fries were burnt and the diet coke was flat i threw out both items within a block of leaving the restaurant all in all it isminutes of my life i will never get backpoorly managed group of people,sadness,negative
865,there are good and bad fast food restaurants around but this is a good one i come in here a lot and the service is always good also the store stays clean,joy,positive
866,this mcds is certainly one of the better locations in nyc but is still horrible the line always seem so long and things occasionally go missing or are wrong with my order other than that the menu and taste is the same shortest yelp review ever,fear,negative
867,i think its crazy to write a review for a fast food chain like mcds here but omg this is the worst micky ds i have ever been to corporate should totally come down and reevaluate this place i have lived in this area foryrs and i have boycott this mcd i have never gotten an order right here nor even decent quality of servicefood granted it is in a good location near the reliant and allbut omg food is gross drinks are gross coffee is watered down flat soda not very sweet sweet tea and horrible service both inside and drive thru i really suggest and recommend u to stay away from this place if u do prepare for everything to go wrong check your items before driving off including into ur burger bc the burger may be missing the meatthere is a mcd off of buffalo speedway attached to a gas station that it decent the best one in the area is further in rd ward at old spanish trail and scott they provide excellent service they are fast and precisestay away from this unless you want a headache with your meal,joy,neutral
868,if youre looking for a quick breakfast you really cant go wrong with a breakfast sandwich and an iced coffee from mcdonalds „‚ this location is always quickive never had any issues with my orders or the employees here „‚ive only had breakfast here so i cant comment on the rest of their menumy mom told me their oatmeal is really goodplanning on trying that next time „‚my husband also loves their cinnamon roll bites,unknown,neutral
869,ahhhhh just got home after getting drive thru at this location i really considered turning around and going back but gave up on the thought i ordered a spicy chicken sandwich with no mayo and a medium fry with a side of bbq sauce heres what i gota spicy chicken sandwich with tons of mayo and a broken bun because of all the disgusting white shit everywhere a medium fry that was literally half full honestly me saying it was half full was exaggerating it was about a third full and guess what no bbq sauce but an open ketchup packet that got everywhere bravo bravo and this is why i rarely eat fast food,disgust,neutral
870,first of all let me say that this mcdonalds doesnt have a sign in their drive thru stating that they charge for ranch second of all customer service sucks here i know that you cant expect them to treat super great but at least have respect the stupid cashier at the nd window was rude about me asking for ranch then got her manager which wasnt that nice eitherthird of all when i get home my order is missing i was missing one of our burgers then i try to call them but no answer why do they have a phone if they wont answer so guess what store i call thenumber and did a complaint hope you learn to have respect im not asking for u to all happy and jolly just respectforgot to mention that my husbands fries where half way full whats wrong with them,joy,positive
871,ive been to this mcdonalds several times since its near work „‚i tend to think only people who have had bad experiences will take the time to write a review which i dont think reflects very well „‚for how many people they serve at lunch from lane tech students to nearby workers to families i think theyve done a pretty consistent job at being quick and having the food taste good for mcdonalds standardson the downside drivethrough ordering has a bit of an awkward setup especially if you want to head left after you leave „‚they also tend not to accept a lot of promotional coupons „‚the quality of the food dips a bit after lunch,joy,positive
872,terrible customer service with long waits by incompetent workers hire more employees so the wait time isnt so long remodel in process hopefully they will hire better as well,fear,neutral
873,i work directly across from this place and go for coffee usuallyrarely the breakfast „‚they always get my order wrongespecially through the drivethrough „‚be careful for overchargingand be specific with your order otherwise they will give you a larger size than what you asked for „‚it has happened to us so many times „‚and the manager during the morning here sucks „‚i told her that they made a mistake to my order and she rolled her eyes as if i did something wrong,sadness,neutral
874,went heretimes over the course of a couple weeks the firsttimes they got my order wrong and on the rd my wife found a bic pen blended up in her smoothie im not even sure how that can accidentally happen we emailed the owner to complain and when he called us back he had quite an attitude and was unapologetic about the incident all he did was defend their food inspection rating,joy,positive
875,dirtiest filthiest mcdonalds ive ever been to „‚filthy floors in an empty restaurant filthy credit card machines dirty rags hanging on the garbage bins „‚will never be back „‚gross gross „‚avoid unless you want a communicable disease or food poisoning „‚ick „‚how do they pass their health department check the jewel on the crown was a salad full of warm wilted lettuce „‚didnt dare eat it,joy,negative
876,other businesses throughout metro atlanta opened their doors to stranded motorists during the jansnow storm this mcdonalds on camp creek parkway told „‚a group of senior citizens who were on the way home from an outing that they had to leave their restaurant „‚all they cared about was the dollar „‚after they got that they were done with them „‚too bad they couldnt have made it down the street to wendys or chic fil a and other restaurants,sadness,negative
